gene	transcript	canonical	obs_mis	exp_mis	oe_mis	mu_mis	possible_mis	obs_mis_pphen	exp_mis_pphen	oe_mis_pphen	possible_mis_pphen	obs_syn	exp_syn	oe_syn	mu_syn	possible_syn	obs_lof	mu_lof	possible_lof	exp_lof	pLI	pNull	pRec	oe_lof	oe_syn_lower	oe_syn_upper	oe_mis_lower	oe_mis_upper	oe_lof_lower	oe_lof_upper	constraint_flag	syn_z	mis_z	lof_z	oe_lof_upper_rank	oe_lof_upper_bin	oe_lof_upper_bin_6	n_sites	classic_caf	max_af	no_lofs	obs_het_lof	obs_hom_lof	defined	p	exp_hom_lof	classic_caf_afr	classic_caf_amr	classic_caf_asj	classic_caf_eas	classic_caf_fin	classic_caf_nfe	classic_caf_oth	classic_caf_sas	p_afr	p_amr	p_asj	p_eas	p_fin	p_nfe	p_oth	p_sas	transcript_type	gene_id	transcript_level	cds_length	num_coding_exons	gene_type	gene_length	exac_pLI	exac_obs_lof	exac_exp_lof	exac_oe_lof	brain_expression	chromosome	start_position	end_position
COMMD10	ENST00000274458	TRUE	127	1.02E+02	1.25E+00	5.16E-06	1314	34	2.79E+01	1.22E+00	370	47	3.63E+01	1.30E+00	1.80E-06	370	15	4.78E-07	147	1.13E+01	6.48E-12	9.91E-01	9.37E-03	1.33E+00	1.03E+00	1.65E+00	1.08E+00	1.44E+00	8.80E-01	1.87E+00		-1.40E+00	-8.80E-01	-1.02E+00	74579	9	5	24	1.81E-04	3.73E-05	125705	43	0	125748	1.71E-04	3.68E-03	1.24E-04	2.83E-04	1.00E-04	4.46E-04	0.00E+00	1.53E-04	1.79E-04	2.10E-04	1.23E-04	2.60E-04	9.92E-05	4.35E-04	0.00E+00	1.41E-04	1.63E-04	1.96E-04	protein_coding	ENSG00000145781	2	606	7	protein_coding	327772	7.84E-06	8	8.32E+00	9.62E-01	NA	5	115420688	115748459
TRAPPC6A	ENST00000006275	TRUE	105	1.04E+02	1.01E+00	6.12E-06	1100	23	2.92E+01	7.87E-01	354	47	4.65E+01	1.01E+00	2.98E-06	347	10	3.38E-07	94	7.94E+00	5.15E-08	9.32E-01	6.84E-02	1.26E+00	7.99E-01	1.29E+00	8.58E-01	1.18E+00	7.64E-01	1.87E+00		-5.81E-02	-2.15E-02	-6.76E-01	74583	9	5	17	1.58E-04	4.32E-05	125708	36	0	125744	1.43E-04	2.58E-03	1.39E-04	2.36E-04	9.93E-05	0.00E+00	4.64E-05	1.65E-04	0.00E+00	3.03E-04	1.23E-04	2.31E-04	9.92E-05	0.00E+00	4.62E-05	1.32E-04	0.00E+00	2.94E-04	protein_coding	ENSG00000007255	2	519	6	protein_coding	15310	7.05E-04	5	5.69E+00	8.79E-01	NA	19	45666186	45681495
NDUFV3	ENST00000354250	TRUE	270	2.56E+02	1.05E+00	1.51E-05	3027	76	6.77E+01	1.12E+00	862	119	1.12E+02	1.06E+00	7.58E-06	1003	23	1.01E-06	210	1.64E+01	2.80E-18	1.00E+00	3.17E-04	1.40E+00	9.12E-01	1.23E+00	9.54E-01	1.17E+00	1.00E+00	1.87E+00		-4.93E-01	-3.10E-01	-1.50E+00	74589	9	5	7	5.55E-04	5.20E-04	125623	110	1	125734	4.42E-04	2.45E-02	0.00E+00	1.09E-04	2.61E-03	0.00E+00	1.62E-04	8.91E-04	5.65E-04	7.71E-05	0.00E+00	8.67E-05	2.38E-03	0.00E+00	1.39E-04	6.68E-04	4.89E-04	6.53E-05	protein_coding	ENSG00000160194	2	1419	4	protein_coding	33661	4.33E-09	13	1.31E+01	9.93E-01	NA	21	44299754	44333414
CARHSP1	ENST00000396593	TRUE	160	9.48E+01	1.69E+00	6.29E-06	907	37	2.96E+01	1.25E+00	301	86	3.89E+01	2.21E+00	2.48E-06	318	6	3.03E-07	61	5.13E+00	5.03E-05	7.39E-01	2.61E-01	1.17E+00	1.70E+00	1.99E+00	1.48E+00	1.91E+00	6.21E-01	1.87E+00	mis_too_many|syn_outlier	-5.94E+00	-2.38E+00	-3.55E-01	74592	9	5	13	1.13E-04	2.09E-05	125716	27	0	125743	1.07E-04	1.45E-03	6.42E-05	1.49E-04	1.19E-04	1.17E-04	0.00E+00	1.02E-04	1.94E-04	2.02E-04	6.15E-05	1.45E-04	9.92E-05	1.09E-04	0.00E+00	9.67E-05	1.63E-04	1.96E-04	protein_coding	ENSG00000153048	2	441	3	protein_coding	16068	NA	NA	NA	NA	NA	16	8946799	8962866
OR8I2	ENST00000302124	TRUE	206	1.60E+02	1.29E+00	8.10E-06	2020	54	4.36E+01	1.24E+00	613	85	6.53E+01	1.30E+00	3.65E-06	641	7	2.52E-07	90	5.85E+00	9.37E-06	8.06E-01	1.94E-01	1.20E+00	1.09E+00	1.56E+00	1.15E+00	1.45E+00	6.64E-01	1.87E+00		-1.91E+00	-1.31E+00	-4.41E-01	74600	9	5	0	0.00E+00	0.00E+00	0	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	protein_coding	ENSG00000172154	3	930	1	protein_coding	1010	1.29E-04	5	3.32E+00	1.51E+00	NA	11	55860753	55861762
RP11-1102P16.1	ENST00000523987	TRUE	10	1.13E+01	8.86E-01	5.33E-07	383	0	0.00E+00	NaN	77	7	4.31E+00	1.62E+00	1.86E-07	134	1	5.30E-08	25	1.25E+00	1.04E-01	2.92E-01	6.04E-01	7.98E-01	8.38E-01	1.94E+00	5.45E-01	1.49E+00	2.34E-01	1.87E+00		-1.02E+00	1.36E-01	2.09E-01	74601	9	5	1	1.66E-05	1.66E-05	60069	2	0	60071	1.66E-05	1.66E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	9.73E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	9.73E-05	protein_coding	ENSG00000253379	2	192	3	protein_coding	188586	NA	NA	NA	NA	NA	8	72315675	72504260
AC110781.3	ENST00000402221	TRUE	123	1.35E+02	9.08E-01	8.21E-06	1378	16	1.47E+01	1.09E+00	131	50	6.14E+01	8.14E-01	4.27E-06	495	1	5.24E-08	17	1.25E+00	1.04E-01	2.92E-01	6.04E-01	7.99E-01	6.48E-01	1.03E+00	7.84E-01	1.06E+00	2.34E-01	1.87E+00		1.14E+00	3.80E-01	2.08E-01	74607	9	5	1	1.33E-05	1.33E-05	75073	2	0	75075	1.33E-05	1.33E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.60E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.60E-05	0.00E+00	0.00E+00	protein_coding	ENSG00000176349	2	660	2	protein_coding	11346	NA	NA	NA	NA	NA	7	1878222	1889567
SPRR1A	ENST00000307122	TRUE	59	4.58E+01	1.29E+00	2.05E-06	565	21	1.78E+01	1.18E+00	200	20	1.81E+01	1.10E+00	8.71E-07	171	3	1.25E-07	29	2.90E+00	6.04E-03	4.80E-01	5.14E-01	1.04E+00	7.74E-01	1.60E+00	1.04E+00	1.60E+00	4.42E-01	1.87E+00		-3.42E-01	-6.93E-01	-5.65E-02	74608	9	5	7	8.39E-05	4.77E-05	125724	21	0	125745	8.35E-05	8.77E-04	3.09E-04	0.00E+00	0.00E+00	5.44E-05	0.00E+00	1.32E-04	0.00E+00	0.00E+00	3.08E-04	0.00E+00	0.00E+00	5.44E-05	0.00E+00	1.32E-04	0.00E+00	0.00E+00	protein_coding	ENSG00000169474	3	267	1	protein_coding	1733	1.75E-01	1	2.20E+00	4.54E-01	NA	1	152956557	152958289
KRTAP5-6	ENST00000382160	TRUE	82	6.61E+01	1.24E+00	3.19E-06	828	NA	NA	NA	NA	32	2.73E+01	1.17E+00	1.42E-06	255	1	5.55E-08	33	1.25E+00	1.04E-01	2.92E-01	6.04E-01	7.97E-01	8.85E-01	1.58E+00	1.04E+00	1.49E+00	2.34E-01	1.87E+00		-7.13E-01	-6.96E-01	2.11E-01	74616	9	5	0	0.00E+00	0.00E+00	0	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	protein_coding	ENSG00000205864	2	387	1	protein_coding	561	3.94E-04	4	1.89E+00	2.12E+00	NA	11	1718425	1718985
CTD-3203P2.2	ENST00000566854	TRUE	33	4.33E+01	7.63E-01	2.30E-06	516	NA	NA	NA	NA	9	1.64E+01	5.49E-01	8.66E-07	156	2	8.87E-08	28	2.10E+00	2.66E-02	3.88E-01	5.86E-01	9.52E-01	3.30E-01	9.58E-01	5.77E-01	1.02E+00	3.52E-01	1.87E+00		1.44E+00	5.55E-01	6.47E-02	74617	9	5	2	5.52E-05	3.15E-05	63561	7	0	63568	5.51E-05	1.93E-04	1.15E-03	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.15E-03	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	protein_coding	ENSG00000245888	1	243	2	protein_coding	22288	NA	NA	NA	NA	NA	16	27279526	27301813
ARL16	ENST00000397498	TRUE	134	1.13E+02	1.19E+00	5.68E-06	1234	58	4.66E+01	1.25E+00	547	71	4.65E+01	1.53E+00	2.29E-06	425	8	2.75E-07	87	6.55E+00	1.69E-06	8.60E-01	1.40E-01	1.22E+00	1.26E+00	1.84E+00	1.03E+00	1.38E+00	7.01E-01	1.87E+00		-2.83E+00	-7.20E-01	-5.23E-01	74618	9	5	18	3.40E-04	1.10E-04	124552	82	0	124634	3.29E-04	1.35E-02	1.94E-04	5.68E-04	0.00E+00	5.84E-04	5.85E-05	1.57E-04	3.37E-04	1.00E-03	1.94E-04	5.50E-04	0.00E+00	5.56E-04	4.64E-05	1.50E-04	3.30E-04	9.81E-04	protein_coding	ENSG00000214087	2	591	5	protein_coding	2751	2.16E-02	3	4.99E+00	6.01E-01	NA	17	79648204	79650954
RNF223	ENST00000453464	TRUE	124	1.08E+02	1.15E+00	7.74E-06	1522	12	2.15E+01	5.58E-01	407	58	5.06E+01	1.15E+00	3.78E-06	579	2	9.04E-08	38	2.10E+00	2.66E-02	3.88E-01	5.85E-01	9.52E-01	9.26E-01	1.43E+00	9.94E-01	1.34E+00	3.52E-01	1.87E+00		-8.13E-01	-5.55E-01	6.41E-02	74619	9	5	4	7.41E-05	3.73E-05	63181	6	0	63187	4.75E-05	1.42E-04	4.26E-04	4.63E-05	0.00E+00	2.99E-04	0.00E+00	5.00E-05	0.00E+00	0.00E+00	1.65E-04	4.17E-05	0.00E+00	1.96E-04	0.00E+00	4.28E-05	0.00E+00	0.00E+00	protein_coding	ENSG00000237330	2	747	1	protein_coding	3342	NA	NA	NA	NA	NA	1	1006346	1009687
RP11-293M10.1	ENST00000553510	TRUE	34	5.47E+01	6.22E-01	2.67E-06	731	7	5.67E+00	1.24E+00	50	13	2.18E+01	5.95E-01	1.15E-06	239	1	5.28E-08	16	1.25E+00	1.04E-01	2.92E-01	6.04E-01	8.00E-01	3.86E-01	9.46E-01	4.72E-01	8.28E-01	2.34E-01	1.87E+00		1.49E+00	9.94E-01	2.08E-01	74624	9	5	1	7.81E-06	7.81E-06	64027	1	0	64028	7.81E-06	3.90E-06	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.11E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.11E-05	0.00E+00	0.00E+00	protein_coding	ENSG00000258740	1	348	2	protein_coding	30668	NA	NA	NA	NA	NA	14	75705319	75735986
OR2A1	ENST00000408951	TRUE	68	9.71E+01	7.00E-01	5.26E-06	1894	8	1.74E+01	4.59E-01	441	27	4.39E+01	6.15E-01	2.58E-06	632	5	2.72E-07	56	4.41E+00	2.60E-04	6.59E-01	3.41E-01	1.13E+00	4.53E-01	8.49E-01	5.75E-01	8.57E-01	5.72E-01	1.87E+00		2.00E+00	1.05E+00	-2.62E-01	74629	9	5	0	0.00E+00	0.00E+00	0	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	protein_coding	ENSG00000221970	2	930	1	protein_coding	933	6.47E-01	0	3.10E+00	0.00E+00	NA	7	144015218	144016150
SPACA5B	ENST00000304270	TRUE	0	3.14E+00	0.00E+00	2.00E-07	1051	0	1.36E+00	0.00E+00	416	1	1.03E+00	9.73E-01	6.60E-08	295	0	1.86E-08	72	2.90E-01	3.12E-01	1.88E-01	5.00E-01	0.00E+00	2.61E-01	1.89E+00	0.00E+00	9.44E-01	0.00E+00	1.87E+00		2.15E-02	6.29E-01	4.99E-01	74636	9	5	0	0.00E+00	0.00E+00	0	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	protein_coding	ENSG00000171478	2	477	4	protein_coding	1957	NA	NA	NA	NA	NA	X	47990039	47991995
TMEM31	ENST00000319560	TRUE	54	5.99E+01	9.01E-01	4.52E-06	1097	15	1.55E+01	9.67E-01	206	20	2.31E+01	8.67E-01	1.79E-06	340	4	3.62E-07	41	3.66E+00	1.29E-03	5.71E-01	4.28E-01	1.09E+00	6.09E-01	1.26E+00	7.23E-01	1.13E+00	5.13E-01	1.87E+00		5.01E-01	2.73E-01	-1.63E-01	74640	9	5	4	1.47E-04	1.09E-04	125715	17	10	125742	1.07E-04	1.45E-03	0.00E+00	0.00E+00	2.54E-03	0.00E+00	0.00E+00	9.76E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.89E-03	0.00E+00	0.00E+00	7.03E-05	0.00E+00	0.00E+00	protein_coding	ENSG00000179363	2	504	2	protein_coding	3120	2.57E-04	5	4.22E+00	1.19E+00	NA	X	102965837	102968956
DNAJB7	ENST00000307221	TRUE	187	1.60E+02	1.17E+00	7.73E-06	2055	43	2.76E+01	1.56E+00	379	57	5.89E+01	9.68E-01	2.99E-06	550	11	3.57E-07	138	8.61E+00	8.59E-09	9.54E-01	4.63E-02	1.28E+00	7.81E-01	1.21E+00	1.04E+00	1.32E+00	7.93E-01	1.87E+00		1.95E-01	-7.64E-01	-7.55E-01	74643	9	5	0	0.00E+00	0.00E+00	0	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	protein_coding	ENSG00000172404	2	927	1	protein_coding	2578	2.09E-11	12	4.46E+00	2.69E+00	NA	22	41255553	41258130
SMN2	ENST00000380743	TRUE	4	7.36E+00	5.44E-01	3.08E-07	1912	2	2.33E+00	8.57E-01	801	4	2.19E+00	1.83E+00	9.35E-08	565	1	5.18E-08	207	1.24E+00	1.03E-01	2.93E-01	6.03E-01	8.04E-01	7.17E-01	1.95E+00	2.67E-01	1.24E+00	2.35E-01	1.87E+00		-9.61E-01	4.40E-01	2.02E-01	74647	9	5	2	1.33E-04	1.29E-04	112942	12	9	112963	9.30E-05	9.76E-04	1.93E-03	6.42E-05	0.00E+00	0.00E+00	0.00E+00	9.84E-06	0.00E+00	1.06E-04	1.21E-03	6.40E-05	0.00E+00	0.00E+00	0.00E+00	9.84E-06	0.00E+00	1.06E-04	protein_coding	ENSG00000205571	2	882	8	protein_coding	29000	9.53E-02	1	8.75E-01	1.14E+00	NA	5	69345350	69374349
S100A1	ENST00000292169	TRUE	57	5.38E+01	1.06E+00	2.96E-06	624	24	1.87E+01	1.28E+00	231	27	2.61E+01	1.03E+00	1.85E-06	174	3	1.20E-07	41	2.89E+00	6.00E-03	4.81E-01	5.13E-01	1.04E+00	7.61E-01	1.43E+00	8.55E-01	1.32E+00	4.43E-01	1.87E+00		-1.33E-01	-1.55E-01	-6.15E-02	74648	9	5	4	3.18E-05	1.59E-05	125739	8	0	125747	3.18E-05	1.27E-04	6.15E-05	2.89E-05	0.00E+00	5.44E-05	0.00E+00	3.52E-05	1.63E-04	0.00E+00	6.15E-05	2.89E-05	0.00E+00	5.44E-05	0.00E+00	3.52E-05	1.63E-04	0.00E+00	protein_coding	ENSG00000160678	2	282	2	protein_coding	4112	4.66E-03	3	2.31E+00	1.30E+00	NA	1	153600402	153604513
ZNF766	ENST00000439461	TRUE	238	2.43E+02	9.80E-01	1.12E-05	3111	64	7.84E+01	8.16E-01	1068	87	8.66E+01	1.01E+00	4.19E-06	825	7	2.56E-07	66	5.83E+00	9.25E-06	8.08E-01	1.92E-01	1.20E+00	8.44E-01	1.20E+00	8.80E-01	1.09E+00	6.66E-01	1.87E+00		-3.72E-02	1.13E-01	-4.48E-01	74654	9	5	6	2.98E-05	8.52E-06	124920	7	0	124927	2.80E-05	9.81E-05	6.54E-05	2.92E-05	0.00E+00	1.14E-04	0.00E+00	2.03E-05	0.00E+00	3.29E-05	6.45E-05	2.90E-05	0.00E+00	1.10E-04	0.00E+00	1.76E-05	0.00E+00	3.27E-05	protein_coding	ENSG00000196214	2	1404	4	protein_coding	23154	7.45E-08	13	1.68E+01	7.75E-01	NA	19	52772824	52795977
IFNL2	ENST00000331982	TRUE	129	1.21E+02	1.06E+00	7.33E-06	1262	16	2.54E+01	6.29E-01	327	54	5.51E+01	9.80E-01	3.40E-06	432	10	3.35E-07	93	7.91E+00	4.99E-08	9.33E-01	6.72E-02	1.26E+00	7.87E-01	1.23E+00	9.20E-01	1.23E+00	7.67E-01	1.87E+00		1.17E-01	-2.43E-01	-6.89E-01	74655	9	5	7	1.09E-04	4.49E-05	125682	27	0	125709	1.07E-04	1.45E-03	6.31E-05	1.74E-04	0.00E+00	5.44E-04	0.00E+00	7.07E-05	0.00E+00	6.62E-05	6.15E-05	1.74E-04	0.00E+00	5.44E-04	0.00E+00	7.03E-05	0.00E+00	6.53E-05	protein_coding	ENSG00000183709	2	600	6	protein_coding	1579	1.95E-05	7	6.62E+00	1.06E+00	NA	19	39759154	39760732
AL162431.1	ENST00000457152	TRUE	0	1.65E+00	0.00E+00	7.06E-08	339	0	3.15E-02	0.00E+00	26	0	3.65E-01	0.00E+00	1.58E-08	115	0	1.19E-08	9	2.79E-01	3.11E-01	1.89E-01	5.00E-01	0.00E+00	0.00E+00	1.86E+00	0.00E+00	1.49E+00	0.00E+00	1.87E+00	no_variants	4.75E-01	4.57E-01	4.90E-01	74664	9	5	0	0.00E+00	0.00E+00	0	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	protein_coding	ENSG00000234237	3	168	2	protein_coding	8174	NA	NA	NA	NA	NA	1	180941695	180949868
AC017104.2	ENST00000370380	TRUE	53	5.73E+01	9.25E-01	2.94E-06	719	NA	NA	NA	NA	28	2.24E+01	1.25E+00	1.07E-06	241	3	1.21E-07	40	2.89E+00	6.00E-03	4.81E-01	5.13E-01	1.04E+00	9.24E-01	1.70E+00	7.41E-01	1.16E+00	4.43E-01	1.87E+00		-9.26E-01	2.02E-01	-6.18E-02	74666	9	5	0	0.00E+00	0.00E+00	0	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	protein_coding	ENSG00000233538	2	344	2	protein_coding	959	NA	NA	NA	NA	NA	2	232316906	232317864
RP11-683L23.1	ENST00000308911	TRUE	369	2.61E+02	1.41E+00	1.66E-05	2850	139	1.09E+02	1.28E+00	1304	182	1.05E+02	1.73E+00	7.31E-06	809	5	1.88E-07	51	4.40E+00	2.59E-04	6.60E-01	3.40E-01	1.14E+00	1.53E+00	1.93E+00	1.30E+00	1.54E+00	5.72E-01	1.87E+00	mis_too_many|syn_outlier	-5.90E+00	-2.37E+00	-2.65E-01	74668	9	5	12	7.71E-03	7.02E-03	124481	755	82	125318	3.35E-03	1.40E+00	1.14E-03	6.82E-03	1.76E-02	9.93E-04	2.22E-03	1.19E-02	1.02E-02	7.11E-04	4.96E-04	3.50E-03	9.10E-03	9.81E-04	1.07E-03	4.73E-03	5.24E-03	3.27E-04	protein_coding	ENSG00000173213	3	1332	4	protein_coding	26321	8.33E-03	4	6.73E+00	5.95E-01	NA	18	47225	73545
C7orf34	ENST00000409607	TRUE	81	7.84E+01	1.03E+00	3.88E-06	956	14	1.78E+01	7.85E-01	196	30	3.39E+01	8.84E-01	1.94E-06	294	5	1.89E-07	44	4.40E+00	2.58E-04	6.60E-01	3.39E-01	1.14E+00	6.61E-01	1.20E+00	8.63E-01	1.24E+00	5.73E-01	1.87E+00		5.30E-01	-1.06E-01	-2.67E-01	74678	9	5	5	2.51E-04	1.23E-04	125683	63	0	125746	2.51E-04	7.89E-03	0.00E+00	5.78E-05	0.00E+00	1.69E-03	2.31E-04	2.21E-04	0.00E+00	0.00E+00	0.00E+00	5.78E-05	0.00E+00	1.69E-03	2.31E-04	2.20E-04	0.00E+00	0.00E+00	protein_coding	ENSG00000165131	2	441	2	protein_coding	1516	1.49E-04	5	3.50E+00	1.43E+00	NA	7	142636440	142637955
LYRM2	ENST00000523377	TRUE	57	4.79E+01	1.19E+00	2.67E-06	564	15	1.33E+01	1.13E+00	191	16	1.67E+01	9.58E-01	8.10E-07	169	5	1.86E-07	53	4.40E+00	2.58E-04	6.61E-01	3.39E-01	1.14E+00	6.48E-01	1.45E+00	9.62E-01	1.49E+00	5.73E-01	1.87E+00		1.34E-01	-4.70E-01	-2.67E-01	74681	9	5	7	6.77E-05	3.18E-05	125729	17	0	125746	6.76E-05	5.75E-04	0.00E+00	2.60E-04	0.00E+00	0.00E+00	4.62E-05	2.64E-05	1.63E-04	9.85E-05	0.00E+00	2.60E-04	0.00E+00	0.00E+00	4.62E-05	2.64E-05	1.63E-04	9.80E-05	protein_coding	ENSG00000083099	2	264	3	protein_coding	70610	5.97E-02	2	3.44E+00	5.81E-01	NA	6	90277863	90348472
C10orf115	ENST00000376501	TRUE	30	4.28E+01	7.01E-01	2.12E-06	598	11	1.30E+01	8.49E-01	192	19	1.66E+01	1.15E+00	9.50E-07	179	4	1.53E-07	53	3.65E+00	1.28E-03	5.72E-01	4.26E-01	1.09E+00	7.98E-01	1.66E+00	5.23E-01	9.51E-01	5.14E-01	1.87E+00		-4.66E-01	6.95E-01	-1.68E-01	74683	9	5	4	2.69E-05	6.75E-06	75351	4	0	75355	2.65E-05	5.31E-05	1.41E-04	0.00E+00	0.00E+00	9.28E-05	0.00E+00	1.84E-05	0.00E+00	4.44E-05	1.41E-04	0.00E+00	0.00E+00	9.27E-05	0.00E+00	1.79E-05	0.00E+00	4.44E-05	protein_coding	ENSG00000204566	2	282	4	protein_coding	36001	NA	NA	NA	NA	NA	10	23492745	23528745
RP4-583P15.14	ENST00000467211	TRUE	24	3.88E+01	6.19E-01	2.13E-06	503	2	2.82E+00	7.09E-01	32	13	1.91E+01	6.81E-01	1.16E-06	193	1	5.27E-08	23	1.24E+00	1.03E-01	2.94E-01	6.03E-01	8.06E-01	4.42E-01	1.08E+00	4.48E-01	8.71E-01	2.35E-01	1.87E+00		1.10E+00	8.42E-01	2.00E-01	74687	9	5	1	6.39E-06	6.39E-06	78288	1	0	78289	6.39E-06	3.19E-06	1.27E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.27E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	protein_coding	ENSG00000273047	2	252	2	protein_coding	2129	NA	NA	NA	NA	NA	20	62369623	62371751
IL9R	ENST00000244174	TRUE	374	2.69E+02	1.39E+00	1.42E-05	3343	76	5.42E+01	1.40E+00	742	143	1.11E+02	1.29E+00	6.16E-06	1032	28	9.28E-07	199	1.96E+01	2.68E-22	1.00E+00	3.60E-05	1.43E+00	1.13E+00	1.48E+00	1.28E+00	1.51E+00	1.06E+00	1.87E+00	mis_too_many	-2.40E+00	-2.27E+00	-1.77E+00	74695	9	5	31	1.49E-03	8.44E-04	125217	370	2	125589	1.48E-03	2.76E-01	8.67E-04	8.97E-04	0.00E+00	2.72E-04	3.70E-04	1.09E-03	1.63E-03	5.99E-03	8.62E-04	8.97E-04	0.00E+00	2.72E-04	3.23E-04	1.09E-03	1.47E-03	5.96E-03	protein_coding	ENSG00000124334	2	1563	9	protein_coding	13237	1.92E-06	11	1.56E+01	7.05E-01	NA	X	155227246	155240482
AL390778.1	ENST00000593613	TRUE	1	6.93E+00	1.44E-01	4.21E-07	1464	1	1.25E+00	7.99E-01	302	0	2.77E+00	0.00E+00	1.88E-07	508	0	1.15E-08	37	2.69E-01	3.10E-01	1.90E-01	5.00E-01	0.00E+00	0.00E+00	1.06E+00	5.00E-02	6.84E-01	0.00E+00	1.87E+00		1.31E+00	8.01E-01	4.81E-01	74708	9	5	7	6.13E-02	3.30E-02	1709	9	3	1721	3.49E-03	2.10E-02	2.35E-02	1.19E-02	4.71E-02	1.67E+00	0.00E+00	4.00E-02	0.00E+00	0.00E+00	6.17E-03	4.47E-03	1.23E-02	8.58E-03	0.00E+00	2.14E-03	0.00E+00	0.00E+00	protein_coding	ENSG00000269408	3	735	2	protein_coding	764	NA	NA	NA	NA	NA	9	138150512	138151275
TSPY1	ENST00000451548	TRUE	3	3.55E+00	8.44E-01	5.79E-07	1982	0	7.35E-01	0.00E+00	451	1	1.18E+00	8.50E-01	1.76E-07	595	0	3.58E-08	155	2.71E-01	3.10E-01	1.90E-01	5.00E-01	0.00E+00	2.43E-01	1.88E+00	3.73E-01	1.79E+00	0.00E+00	1.87E+00		1.28E-01	1.05E-01	4.83E-01	74710	9	5	0	0.00E+00	0.00E+00	0	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	protein_coding	ENSG00000258992	2	924	6	protein_coding	71282	NA	NA	NA	NA	NA	Y	9236076	9307357
AC005082.1	ENST00000366347	TRUE	6	1.31E+01	4.58E-01	6.96E-07	536	0	1.58E+00	0.00E+00	137	0	4.32E+00	0.00E+00	1.88E-07	172	1	5.26E-08	18	1.23E+00	1.03E-01	2.95E-01	6.03E-01	8.11E-01	0.00E+00	6.92E-01	2.50E-01	9.04E-01	2.36E-01	1.87E+00		1.63E+00	6.97E-01	1.94E-01	74711	9	5	0	0.00E+00	0.00E+00	0	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	protein_coding	ENSG00000214871	3	258	3	protein_coding	23744	NA	NA	NA	NA	NA	7	23210760	23234503
